Tipo,Denominação,"Código Postal",Descritivo
CDP,"2950 PALMELA",2951-802,PALMELA
CDP,"2950 PALMELA",2951-803,PALMELA
LOJA,"CTT PALMELA",2951-901,PALMELA
LOJA,"CTT PALMELA",2954-005,PALMELA
LOJA,"CTT PINHAL NOVO",2956-909,"PINHAL NOVO"
PC,"ÁGUAS DE MOURA",2966-909,"ÁGUAS DE MOURA"
LOJA,"CTT SANTANA (SESIMBRA)",2971-908,SESIMBRA
PC,SESIMBRA,2971-909,SESIMBRA
LOJA,"CTT QUINTA DO CONDE",2976-909,"QUINTA DO CONDE"
PC,"PAPIRO (COIMBRA)",3001-301,COIMBRA
PC,"PAPIRO (COIMBRA)",3001-401,COIMBRA
PC,"PAPIRO (COIMBRA)",3001-501,COIMBRA
PC,"PAPIRO (COIMBRA)",3001-501,COIMBRA
PC,"PAPIRO (COIMBRA)",3001-552,COIMBRA
PC,"PAPIRO (COIMBRA)",3001-553,COIMBRA
PC,"PAPIRO (COIMBRA)",3001-601,COIMBRA
PC,"PAPIRO (COIMBRA)",3001-651,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-901,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-902,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-903,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-904,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-905,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-906,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-907,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-908,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-909,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-910,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-910,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-910,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-910,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-910,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-910,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-910,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-912,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-913,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-914,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-951,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-954,COIMBRA
LOJA,"CTT FERNÃO DE MAGALHÃES (COIMBRA)",3001-958,COIMBRA
PC,SOUSELAS,3021-801,SOUSELAS
LOJA,"CTT PEDRULHA (COIMBRA)",3026-901,COIMBRA
LOJA,"CTT VALE DAS FLORES (COIMBRA)",3031-601,COIMBRA
LOJA,"CTT S JOSÉ (COIMBRA)",3031-901,COIMBRA
PC,CERNACHE,3041-501,CERNACHE
PC,CERNACHE,3041-552,CERNACHE
PC,"QUINTA DAS LÁGRIMAS (COIMBRA)",3041-901,COIMBRA
PC,"QUINTA DAS LÁGRIMAS (COIMBRA)",3041-901,COIMBRA
PC,TAVEIRO,3046-801,TAVEIRO
LOJA,"CTT S MARTINHO DO BISPO",3046-901,COIMBRA
LOJA,"CTT S MARTINHO DO BISPO",3046-901,COIMBRA
LOJA,"CTT MEALHADA",3051-901,MEALHADA
PC,LUSO,3051-902,LUSO
PC,PAMPILHOSA,3051-903,PAMPILHOSA
PC,ANÇÃ,3061-905,ANÇÃ
LOJA,"CTT FEBRES",3061-906,FEBRES
PC,VILAMAR,3061-907,VILAMAR
LOJA,"CTT TOCHA",3061-908,TOCHA
LOJA,"CTT CANTANHEDE",3061-909,CANTANHEDE
PC,"PRAIA DE MIRA",3071-908,"PRAIA DE MIRA"
LOJA,"CTT MIRA",3071-909,MIRA
PC,QUIAIOS,3081-101,"FIGUEIRA DA FOZ"
LOJA,"CTT BUARCOS (VILA)",3081-601,"FIGUEIRA DA FOZ"
LOJA,"CTT BAIRRO DA ESTAÇÃO (FIGUEIRA DA FOZ)",3081-801,"FIGUEIRA DA FOZ"
LOJA,"CTT BAIRRO DA ESTAÇÃO (FIGUEIRA DA FOZ)",3081-851,"FIGUEIRA DA FOZ"
LOJA,"CTT BAIRRO DA ESTAÇÃO (FIGUEIRA DA FOZ)",3081-852,"FIGUEIRA DA FOZ"
LOJA,"CTT BAIRRO DA ESTAÇÃO (FIGUEIRA DA FOZ)",3081-853,"FIGUEIRA DA FOZ"
LOJA,"CTT FIGUEIRA DA FOZ",3081-901,"FIGUEIRA DA FOZ"
LOJA,"CTT FIGUEIRA DA FOZ",3081-902,"FIGUEIRA DA FOZ"
LOJA,"CTT FIGUEIRA DA FOZ",3081-903,"FIGUEIRA DA FOZ"
LOJA,"CTT FIGUEIRA DA FOZ",3081-951,"FIGUEIRA DA FOZ"
PC,"SANTANA (FIGUEIRA DA FOZ)",3091-901,"SANTANA FIG"
PC,"MARINHA DAS ONDAS",3091-902,"MARINHA DAS ONDAS"
PC,MAIORCA,3091-903,MAIORCA
PC,PAIÃO,3091-904,PAIÃO
LOJA,"CTT POMBAL",3101-301,POMBAL
PC,"ALBERGARIA DOS DOZE",3101-601,"ALBERGARIA DOS DOZE"
LOJA,"CTT POMBAL",3101-901,POMBAL
LOJA,"CTT POMBAL",3101-902,POMBAL
LOJA,"CTT POMBAL",3101-903,POMBAL
LOJA,"CTT POMBAL",3101-904,POMBAL
PC,MEIRINHAS,3106-601,MEIRINHAS
PC,VERMOIL,3106-701,VERMOIL
PC,LOURIÇAL,3106-801,LOURIÇAL
PC,"GUIA (POMBAL)",3106-901,"GUIA PBL"
PC,"GRANJA DO ULMEIRO",3131-905,"GRANJA DO ULMEIRO"
PC,ALFARELOS,3131-906,ALFARELOS
LOJA,"CTT SOURE",3131-909,SOURE
PC,VERRIDE,3141-905,VERRIDE
PC,CARAPINHEIRA,3141-906,CARAPINHEIRA
PC,ARAZEDE,3141-908,ARAZEDE
LOJA,"CTT MONTEMOR-O-VELHO",3141-909,MONTEMOR-O-VELHO
LOJA,"CTT CONDEIXA-A-NOVA",3151-909,CONDEIXA-A-NOVA
PC,SERPINS,3201-908,SERPINS
LOJA,"CTT LOUSÃ",3201-909,LOUSÃ
LOJA,"CTT MIRANDA DO CORVO",3221-909,"MIRANDA DO CORVO"
LOJA,"CTT PENELA",3231-909,PENELA
PC,"CHÃO DE COUCE",3241-701,"CHÃO DE COUCE"
PC,AVELAR,3241-908,AVELAR
LOJA,"CTT ANSIÃO",3241-909,ANSIÃO
PC,CABAÇOS,3251-907,PUSSOS
PC,"MAÇÃS DE DONA MARIA",3251-908,"MAÇÃS DE DONA MARIA"
LOJA,"CTT ALVAIÁZERE",3251-909,ALVAIÁZERE
LOJA,"CTT FIGUEIRÓ DOS VINHOS",3261-909,"FIGUEIRÓ DOS VINHOS"
LOJA,"CTT PEDRÓGÃO GRANDE",3271-909,"PEDRÓGÃO GRANDE"
LOJA,"CTT CASTANHEIRA DE PÊRA",3281-909,"CASTANHEIRA DE PÊRA"
PC,"SÃO MARTINHO DA CORTIÇA",3304-908,"SÃO MARTINHO DA CORTIÇA"
LOJA,"CTT ARGANIL",3304-909,ARGANIL
LOJA,"CTT ARGANIL",3304-952,ARGANIL
LOJA,"CTT ARGANIL",3304-954,ARGANIL
LOJA,"CTT ARGANIL",3304-955,ARGANIL
PC,"BENFEITA (ARGANIL)",3306-908,BENFEITA
PC,COJA,3306-909,COJA
LOJA,"CTT PAMPILHOSA DA SERRA",3321-909,"PAMPILHOSA DA SERRA"
LOJA,"CTT GÓIS",3331-909,GÓIS
LOJA,"CTT VILA NOVA DE POIARES",3351-909,"VILA NOVA DE POIARES"
PC,"S PEDRO DE ALVA",3361-908,"SÃO PEDRO DE ALVA"
LOJA,"CTT PENACOVA",3361-909,PENACOVA
PC,GALIZES,3404-907,"NOGUEIRA DO CRAVO OHP"
LOJA,"CTT OLIVEIRA DO HOSPITAL",3404-909,"OLIVEIRA DO HOSPITAL"
LOJA,"CTT OLIVEIRA DO HOSPITAL",3404-952,"OLIVEIRA DO HOSPITAL"
LOJA,"CTT OLIVEIRA DO HOSPITAL",3404-954,"OLIVEIRA DO HOSPITAL"
LOJA,"CTT OLIVEIRA DO HOSPITAL",3404-955,"OLIVEIRA DO HOSPITAL"
LOJA,"CTT OLIVEIRA DO HOSPITAL",3404-956,"OLIVEIRA DO HOSPITAL"
LOJA,"CTT OLIVEIRA DO HOSPITAL",3404-958,"OLIVEIRA DO HOSPITAL"
PC,"LAGARES DA BEIRA",3406-907,"LAGARES OHP"
PC,"SEIXO DA BEIRA",3406-909,"SEIXO DA BEIRA"
PC,MIDÕES,3421-906,"MIDÕES TBU"
PC,MOURONHO,3421-907,MOURONHO
LOJA,"CTT TÁBUA",3421-909,TÁBUA
LOJA,"CTT TÁBUA",3421-911,TÁBUA
LOJA,"CTT CARREGAL DO SAL",3431-909,"CARREGAL DO SAL"
LOJA,"CTT SANTA COMBA DÃO",3441-909,"SANTA COMBA DÃO"
LOJA,"CTT MORTÁGUA",3451-909,MORTÁGUA
LOJA,"CTT MORTÁGUA",3451-911,MORTÁGUA
PC,"PARADA DE GONTA",3461-908,"PARADA DE GONTA"
LOJA,"CTT TONDELA",3461-909,TONDELA
PC,"CAMPO DE BESTEIROS",3466-909,"CAMPO DE BESTEIROS"
PC,CARAMULO,3476-909,CARAMULO
PC,"COIMBRÕES (VISEU)",3501-907,VISEU
LOJA,"CTT S JOSÉ (VISEU)",3501-908,VISEU
LOJA,"CTT VISEU",3501-909,VISEU
PC,TORREDEITA,3511-908,TORREDEITA
LOJA,"CTT ABRAVESES (VISEU)",3516-909,VISEU
PC,SANTAR,3521-908,"SANTAR NLS"
LOJA,"CTT NELAS",3521-909,NELAS
LOJA,"CTT NELAS",3521-951,NELAS
LOJA,"CTT NELAS",3521-952,NELAS
LOJA,"CTT CANAS DE SENHORIM",3526-909,"CANAS DE SENHORIM"
LOJA,"CTT MANGUALDE",3534-909,MANGUALDE
LOJA,"CTT MANGUALDE",3534-951,MANGUALDE
LOJA,"CTT MANGUALDE",3534-952,MANGUALDE
LOJA,"CTT MANGUALDE",3534-953,MANGUALDE
LOJA,"CTT MANGUALDE",3534-956,MANGUALDE
LOJA,"CTT PENALVA DO CASTELO",3551-909,"PENALVA DO CASTELO"
PC,"RIO DE MOÍNHOS (SATÃO)",3561-907,"RIO DE MOINHOS SAT"
LOJA,"CTT SÁTÃO",3561-909,SÁTÃO
LOJA,"CTT AGUIAR DA BEIRA",3571-909,"AGUIAR DA BEIRA"
LOJA,"CTT CASTRO DAIRE",3601-909,"CASTRO DAIRE"
LOJA,"CTT TAROUCA",3611-909,TAROUCA
PC,"VILA DA RUA",3621-907,RUA
PC,"LEOMIL (MOIMENTA DA BEIRA)",3621-908,"LEOMIL MBR"
LOJA,"CTT MOIMENTA DA BEIRA",3621-909,"MOIMENTA DA BEIRA"
LOJA,"CTT PENEDONO",3631-909,PENEDONO
LOJA,"CTT SERNANCELHE",3641-909,SERNANCELHE
LOJA,"CTT VILA NOVA DE PAIVA",3651-909,"VILA NOVA DE PAIVA"
PC,"TERMAS SÃO PEDRO DO SUL",3661-907,"VÁRZEA SPS"
PC,"SANTA CRUZ DA TRAPA",3661-908,"SANTA CRUZ DA TRAPA"
LOJA,"CTT S PEDRO DO SUL",3661-909,"SÃO PEDRO DO SUL"
LOJA,"CTT VOUZELA",3671-909,VOUZELA
LOJA,"CTT OLIVEIRA DE FRADES",3681-909,"OLIVEIRA DE FRADES"
LOJA,"CTT S JOÃO DA MADEIRA",3701-852,"SÃO JOÃO DA MADEIRA"
PC,ROMARIZ,3701-902,ROMARIZ
PC,"MILHEIRÓS DE POIARES",3701-903,"MILHEIRÓS DE POIARES"
PC,FAJÕES,3701-904,FAJÕES
PC,"NOGUEIRA DO CRAVO ",3701-905,"NOGUEIRA DO CRAVO OAZ"
LOJA,"CTT CESAR",3701-906,CESAR
LOJA,"CTT TRAVESSA (S JOÃO DA MADEIRA)",3701-907,"MILHEIRÓS DE POIARES"
LOJA,"CTT ARRIFANA",3701-908,"ARRIFANA VFR"
LOJA,"CTT S JOÃO DA MADEIRA",3701-909,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-910,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-911,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-912,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-913,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-914,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-915,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-951,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-953,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-954,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-955,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT S JOÃO DA MADEIRA",3701-957,"SÃO JOÃO DA MADEIRA"
LOJA,"CTT BOAVISTA (OLIVEIRA DE AZEMÉIS)",3721-851,"SANTIAGO DE RIBA-UL"
LOJA,"CTT BOAVISTA (OLIVEIRA DE AZEMÉIS)",3721-852,"SANTIAGO DE RIBA-UL"
LOJA,"CTT BOAVISTA (OLIVEIRA DE AZEMÉIS)",3721-853,"SANTIAGO DE RIBA-UL"
LOJA,"CTT BOAVISTA (OLIVEIRA DE AZEMÉIS)",3721-854,"SANTIAGO DE RIBA-UL"
LOJA,"CTT BOAVISTA (OLIVEIRA DE AZEMÉIS)",3721-855,"SANTIAGO DE RIBA-UL"
LOJA,"CTT BOAVISTA (OLIVEIRA DE AZEMÉIS)",3721-856,"SANTIAGO DE RIBA-UL"
LOJA,"CTT OLIVEIRA DE AZEMÉIS",3721-859,"OLIVEIRA DE AZEMÉIS"
PC,"PINHEIRO DA BEMPOSTA",3721-862,"PINHEIRO DA BEMPOSTA"
PC,"PINHEIRO DA BEMPOSTA",3721-863,"PINHEIRO DA BEMPOSTA"
PC,"VILA CHÃ DE SÃO ROQUE",3721-865,"SÃO ROQUE"
PC,"VILA CHÃ DE SÃO ROQUE",3721-866,"SÃO ROQUE"
LOJA,"CTT VILA DE CUCUJÃES",3721-867,"VILA DE CUCUJÃES"
LOJA,"CTT VILA DE CUCUJÃES",3721-868,"VILA DE CUCUJÃES"
PC,"SANTIAGO DE RIBA-UL",3721-901,"SANTIAGO DE RIBA-UL"
LOJA,"CTT BOAVISTA (OLIVEIRA DE AZEMÉIS)",3721-902,"SANTIAGO DE RIBA-UL"
PC,"LOUREIRO (OLIVEIRA DE AZEMÉIS)",3721-903,"LOUREIRO OAZ"
PC,"VILA CHÃ DE SÃO ROQUE",3721-904,"SÃO ROQUE"
PC,"S MARTINHO DA GÂNDARA",3721-905,"SÃO MARTINHO DA GÂNDARA"
PC,"PINHEIRO DA BEMPOSTA",3721-906,"PINHEIRO DA BEMPOSTA"
PC,CARREGOSA,3721-907,CARREGOSA
LOJA,"CTT VILA DE CUCUJÃES",3721-908,"VILA DE CUCUJÃES"
LOJA,"CTT OLIVEIRA DE AZEMÉIS",3721-909,"OLIVEIRA DE AZEMÉIS"
LOJA,"CTT VALE DE CAMBRA",3731-901,"VALE DE CAMBRA"
PC,"MACIEIRA DE CAMBRA",3731-902,"VALE DE CAMBRA"
LOJA,"CTT VALE DE CAMBRA",3731-951,"VALE DE CAMBRA"
LOJA,"CTT VALE DE CAMBRA",3731-952,"VALE DE CAMBRA"
LOJA,"CTT VALE DE CAMBRA",3731-953,"VALE DE CAMBRA"
LOJA,"CTT VALE DE CAMBRA",3731-954,"VALE DE CAMBRA"
LOJA,"CTT VALE DE CAMBRA",3731-955,"VALE DE CAMBRA"
LOJA,"CTT VALE DE CAMBRA",3731-956,"VALE DE CAMBRA"
LOJA,"CTT VALE DE CAMBRA",3731-957,"VALE DE CAMBRA"
PC,"PESSEGUEIRO DO VOUGA",3741-801,"PESSEGUEIRO DO VOUGA"
CAD,"3740 SEVER DO VOUGA",3741-908,"SEVER DO VOUGA"
LOJA,"CTT SEVER DO VOUGA",3741-909,"SEVER DO VOUGA"
PC,ESPINHEL,3751-801,ESPINHEL
PC,"BARRÔ (ÁGUEDA)",3754-001,"BARRÔ AGD"
CDP,"3750 ÁGUEDA",3754-901,SEGADÃES
PC,"BELAZAIMA DO CHÃO",3754-902,"BELAZAIMA DO CHÃO"
PC,"MACINHATA DO VOUGA",3754-903,"MACINHATA DO VOUGA"
PC,FERMENTELOS,3754-904,FERMENTELOS
PC,"VALONGO DO VOUGA",3754-905,"VALONGO DO VOUGA"
PC,"AGUADA DE BAIXO",3754-906,"AGUADA DE BAIXO"
LOJA,"CTT MOURISCA DO VOUGA",3754-907,"TROFA AGD"
PC,"AGUADA DE CIMA",3754-908,"AGUADA DE CIMA"
LOJA,"CTT ÁGUEDA",3754-909,ÁGUEDA
PC,MAMARROSA,3771-903,MAMARROSA
PC,BUSTOS,3771-904,BUSTOS
LOJA,"CTT PALHAÇA",3771-906,PALHAÇA
LOJA,"CTT OIÃ",3771-908,OIÃ
LOJA,"CTT OLIVEIRA DO BAIRRO",3771-909,"OLIVEIRA DO BAIRRO"
LOJA,"CTT OLIVEIRA DO BAIRRO",3771-911,"OLIVEIRA DO BAIRRO"
LOJA,"CTT OLIVEIRA DO BAIRRO",3771-951,"OLIVEIRA DO BAIRRO"
LOJA,"CTT OLIVEIRA DO BAIRRO",3771-953,"OLIVEIRA DO BAIRRO"
LOJA,"CTT OLIVEIRA DO BAIRRO",3771-954,"OLIVEIRA DO BAIRRO"
PC,"AVELÃS DE CAMINHO",3781-901,"AVELÃS DE CAMINHO"
PC,"PAREDES DO BAIRRO",3781-902,"PAREDES DO BAIRRO"
PC,"AMOREIRA DA GÂNDARA",3781-903,"AMOREIRA DA GÂNDARA"
PC,POUTENA,3781-904,"VILARINHO DO BAIRRO"
PC,CURIA,3781-906,TAMENGOS
PC,SANGALHOS,3781-908,SANGALHOS
LOJA,"CTT ANADIA",3781-909,ANADIA
LOJA,"CTT TABOEIRA (AVEIRO)",3801-101,AVEIRO
PC,"S JACINTO",3801-401,"SÃO JACINTO"
PC,EIXO,3801-501,EIXO
PC,EIXO,3801-551,EIXO
PC,CACIA,3801-601,CACIA
PC,CACIA,3801-652,CACIA
PC,CACIA,3801-653,CACIA
LOJA,"CTT ESGUEIRA",3801-801,AVEIRO
LOJA,"CTT ESGUEIRA",3801-851,AVEIRO
LOJA,"CTT ESGUEIRA",3801-854,AVEIRO
LOJA,"CTT ESGUEIRA",3801-856,AVEIRO
LOJA,"CTT ESGUEIRA",3801-859,AVEIRO
LOJA,"CTT ESGUEIRA",3801-860,AVEIRO
LOJA,"CTT AVENIDA (AVEIRO)",3801-901,AVEIRO
LOJA,"CTT AVENIDA (AVEIRO)",3801-901,AVEIRO
LOJA,"CTT AVENIDA (AVEIRO)",3801-902,AVEIRO
LOJA,"CTT AVEIRO",3811-201,AVEIRO
PC,"COSTA DO VALADO",3811-501,OLIVEIRINHA
PC,"COSTA DO VALADO",3811-551,OLIVEIRINHA
PC,"COSTA DO VALADO",3811-552,OLIVEIRINHA
PC,"COSTA DO VALADO",3811-554,OLIVEIRINHA
PC,"S BERNARDO (AVEIRO)",3811-601,AVEIRO
PC,ARADAS,3811-801,AVEIRO
LOJA,"CTT AVEIRO",3811-901,AVEIRO
LOJA,"CTT AVEIRO",3811-902,AVEIRO
LOJA,"CTT AVEIRO",3811-903,AVEIRO
LOJA,"CTT AVEIRO",3811-904,AVEIRO
LOJA,"CTT AVEIRO",3811-905,AVEIRO
LOJA,"CTT AVEIRO",3811-911,AVEIRO
LOJA,"CTT AVEIRO",3811-912,AVEIRO
LOJA,"CTT AVEIRO",3811-957,AVEIRO
CDP,"3830 ÍLHAVO",3834-906,"GAFANHA DA ENCARNAÇÃO"
PC,"GAFANHA DA ENCARNAÇÃO",3834-907,"GAFANHA DA ENCARNAÇÃO"
LOJA,"CTT GAFANHA DA NAZARÉ",3834-908,"GAFANHA DA NAZARÉ"
LOJA,"CTT ÍLHAVO",3834-909,ÍLHAVO
PC,"GAFANHA DA VAGUEIRA",3841-906,"GAFANHA DA BOA HORA"
PC,"CALVÃO (VAGOS)",3841-907,"CALVÃO VGS"
LOJA,"CTT VAGOS",3841-909,VAGOS
PC,ANGEJA,3854-905,ANGEJA
PC,ALQUERUBIM,3854-906,ALQUERUBIM
PC,"BRANCA (ALBERGARIA A VELHA)",3854-908,"BRANCA ALB"
LOJA,"CTT ALBERGARIA-A-VELHA",3854-909,ALBERGARIA-A-VELHA
PC,PARDILHÓ,3861-701,PARDILHÓ
LOJA,"CTT ESTARREJA",3864-752,ESTARREJA
LOJA,"CTT ESTARREJA",3864-754,ESTARREJA
PC,AVANCA,3864-757,AVANCA
PC,AVANCA,3864-758,AVANCA
PC,AVANCA,3864-759,AVANCA
PC,AVANCA,3864-760,AVANCA
PC,AVANCA,3864-908,AVANCA
LOJA,"CTT ESTARREJA",3864-909,ESTARREJA
PC,SALREU,3866-909,SALREU
LOJA,"CTT MURTOSA",3871-909,MURTOSA
LOJA,"CTT OVAR",3881-901,OVAR
LOJA,"CTT OVAR",3881-902,OVAR
LOJA,"CTT OVAR",3881-903,OVAR
LOJA,"CTT OVAR",3881-904,OVAR
PC,"S VICENTE DE PEREIRA JUSÃ",3884-906,"S VICENTE DE PEREIRA JUSÃ"
PC,VÁLEGA,3884-907,VÁLEGA
PC,"FURADOURO (OVAR)",3884-995,OVAR
PC,MACEDA,3886-907,MACEDA
PC,CORTEGAÇA,3886-908,"CORTEGAÇA OVR"
LOJA,"CTT ESMORIZ",3886-909,ESMORIZ
LOJA,"CTT PALÁCIO DOS CORREIOS",4001-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4001-806,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4001-809,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4001-810,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4001-813,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4001-815,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4002-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4002-805,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4002-807,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4002-808,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4003-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4003-802,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4003-809,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4004-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4004-804,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4006-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4007-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4007-803,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4007-806,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4007-807,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4008-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4008-804,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4008-806,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4009-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4009-802,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4009-804,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4011-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4011-802,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4011-803,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4011-804,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4011-805,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4012-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4012-801,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4012-804,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4012-805,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4012-806,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4013-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4014-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4014-803,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4016-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4016-805,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4017-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4017-803,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4017-804,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4017-805,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4017-806,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4017-807,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4018-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4018-802,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4018-803,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4018-804,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4019-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4019-801,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4019-802,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4021-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4021-801,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4021-802,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4022-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4022-801,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4023-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4024-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4026-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4027-001,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4027-801,PORTO
LOJA,"CTT PALÁCIO DOS CORREIOS",4027-802,PORTO
LOJA,"CTT BATALHA (PORTO)",4031-401,PORTO
LOJA,"CTT BATALHA (PORTO)",4031-451,PORTO
LOJA,"CTT BATALHA (PORTO)",4031-452,PORTO
LOJA,"CTT BATALHA (PORTO)",4031-453,PORTO
LOJA,"CTT BATALHA (PORTO)",4031-454,PORTO
LOJA,"CTT BATALHA (PORTO)",4031-455,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4101-001,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4101-801,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4101-804,PORTO
